"id","chr","start","end"
5237,chr12,42984087,42984380
5238,chr12,43944719,43946285
5239,chr12,43965757,43965986
5240,chr12,44152506,44152922
5241,chr12,44199630,44200405
5242,chr12,44229710,44230164
5243,chr12,45269830,45270835
5244,chr12,45444202,45445386
5245,chr12,45609713,45610752
5246,chr12,46120726,46124104
5247,chr12,46383561,46384756
5248,chr12,46385607,46385887
5249,chr12,46661054,46663408
5250,chr12,46765134,46766633
5251,chr12,46776731,46777856
5252,chr12,47224912,47225664
5253,chr12,47473177,47474120
5254,chr12,47629034,47629680
5255,chr12,48099317,48099905
5256,chr12,48152554,48153146
5257,chr12,48153329,48153551
5258,chr12,48166997,48167578
5259,chr12,48206721,48207126
5260,chr12,48213109,48214188
5261,chr12,48298645,48299537
5262,chr12,48357195,48357507
5263,chr12,48395368,48395933
5264,chr12,48397889,48398731
5265,chr12,48399168,48399372
5266,chr12,48499463,48500232
5267,chr12,48550824,48551518
5268,chr12,48577361,48578574
5269,chr12,48591977,48592785
5270,chr12,48723323,48723876
5271,chr12,48744318,48745099
5272,chr12,48921774,48922129
5273,chr12,49075489,49076301
5274,chr12,49110055,49110881
5275,chr12,49176427,49177154
5276,chr12,49182421,49182658
5277,chr12,49183049,49183282
5278,chr12,49208205,49209439
5279,chr12,49212162,49212642
5280,chr12,49245656,49246173
5281,chr12,49318486,49319476
5282,chr12,49350839,49351387
5283,chr12,49363664,49364443
5284,chr12,49371690,49375550
5285,chr12,49390617,49392441
5286,chr12,49393139,49393361
5287,chr12,49412299,49412756
5288,chr12,49420031,49420292
5289,chr12,49453637,49454762
5290,chr12,49463441,49463989
5291,chr12,49483601,49484255
5292,chr12,49484920,49485178
5293,chr12,49485766,49485977
5294,chr12,49487963,49488202
5295,chr12,49504035,49504642
5296,chr12,49524072,49525492
5297,chr12,49582096,49582881
5298,chr12,49628287,49628521
5299,chr12,49658246,49659175
5300,chr12,49688873,49691360
5301,chr12,49716630,49717018
5302,chr12,49726591,49727114
5303,chr12,49729728,49731162
5304,chr12,49735719,49736875
5305,chr12,49738680,49740841
5306,chr12,49760221,49761127
5307,chr12,49782965,49783193
5308,chr12,49931623,49933637
5309,chr12,49942786,49943435
5310,chr12,49961630,49962219
5311,chr12,50016973,50017466
5312,chr12,50100442,50101587
5313,chr12,50135029,50136043
5314,chr12,50185596,50185826
5315,chr12,50188655,50188961
5316,chr12,50221558,50222609
5317,chr12,50236638,50236975
5318,chr12,50297580,50297988
5319,chr12,50349079,50349525
5320,chr12,50354839,50356163
5321,chr12,50361367,50361652
5322,chr12,50418935,50419400
5323,chr12,50426552,50426918
5324,chr12,50451197,50451943
5325,chr12,50474869,50475445
5326,chr12,50478886,50479329
5327,chr12,50505138,50506235
5328,chr12,50560726,50561386
5329,chr12,50794549,50794920
5330,chr12,50898621,50899164
5331,chr12,51157498,51158842
5332,chr12,51236633,51236924
5333,chr12,51419640,51420347
5334,chr12,51441598,51442187
5335,chr12,51476859,51477552
5336,chr12,51566680,51567072
5337,chr12,51610892,51611724
5338,chr12,51632489,51633162
5339,chr12,51663404,51664411
5340,chr12,51785279,51785821
5341,chr12,51818460,51819166
5342,chr12,51984474,51985284
5343,chr12,52115410,52115679
5344,chr12,52207896,52208873
5345,chr12,52214179,52216138
5346,chr12,52240772,52242547
5347,chr12,52257744,52258128
5348,chr12,52262627,52263215
5349,chr12,52294173,52294632
5350,chr12,52300801,52301583
5351,chr12,52309034,52309337
5352,chr12,52345531,52345903
5353,chr12,52400467,52401696
5354,chr12,52408381,52408675
5355,chr12,52408860,52409121
5356,chr12,52417018,52417703
5357,chr12,52426738,52427186
5358,chr12,52430519,52431598
5359,chr12,52444553,52445421
5360,chr12,52463348,52464202
5361,chr12,52473350,52474178
5362,chr12,52545937,52546363
5363,chr12,52626793,52627577
5364,chr12,52639195,52639416
5365,chr12,52643982,52644411
5366,chr12,52652018,52652743
5367,chr12,52684945,52685222
5368,chr12,52695727,52696004
5369,chr12,52701962,52702560
5370,chr12,52714800,52715051
5371,chr12,52760834,52761099
5372,chr12,52994772,52995312
5373,chr12,53107912,53108471
5374,chr12,53183713,53183931
5375,chr12,53267859,53268290
5376,chr12,53273231,53273498
5377,chr12,53297442,53297824
5378,chr12,53342805,53343162
5379,chr12,53359192,53359507
5380,chr12,53399872,53400896
5381,chr12,53440579,53440840
5382,chr12,53441384,53441706
5383,chr12,53448008,53448406
5384,chr12,53472814,53473491
5385,chr12,53491572,53491955
5386,chr12,53574025,53575150
5387,chr12,53591254,53591767
5388,chr12,53613716,53615103
5389,chr12,53625629,53625993
5390,chr12,53645719,53646071
5391,chr12,53661928,53662429
5392,chr12,53689227,53689570
5393,chr12,53693441,53694028
5394,chr12,53715133,53715516
5395,chr12,53718632,53719778
5396,chr12,53738546,53738986
5397,chr12,53774336,53774603
5398,chr12,53835295,53835568
5399,chr12,53845668,53846606
5400,chr12,53886562,53887101
5401,chr12,53893195,53893610
5402,chr12,53894450,53895313
5403,chr12,54019812,54020283
5404,chr12,54069625,54070177
5405,chr12,54071053,54071265
5406,chr12,54089211,54089413
5407,chr12,54132148,54132353
5408,chr12,54144562,54145470
5409,chr12,54321301,54321721
5410,chr12,54332805,54333731
5411,chr12,54338761,54339168
5412,chr12,54343622,54343848
5413,chr12,54345563,54345916
5414,chr12,54346777,54347101
5415,chr12,54348695,54349378
5416,chr12,54354529,54355491
5417,chr12,54359658,54359906
5418,chr12,54360374,54360660
5419,chr12,54366815,54369103
5420,chr12,54378696,54380102
5421,chr12,54387825,54388732
5422,chr12,54389113,54389520
5423,chr12,54393374,54394648
5424,chr12,54399412,54399654
5425,chr12,54399906,54400495
5426,chr12,54402682,54403347
5427,chr12,54408426,54408713
5428,chr12,54411709,54412131
5429,chr12,54412990,54413346
5430,chr12,54423427,54423712
5431,chr12,54424610,54425173
5432,chr12,54427025,54428709
5433,chr12,54440642,54441543
5434,chr12,54445876,54446113
5435,chr12,54447744,54448091
5436,chr12,54454249,54454458
5437,chr12,54473305,54473562
5438,chr12,54475512,54475816
5439,chr12,54484193,54484403
5440,chr12,54500127,54501158
5441,chr12,54519768,54520457
5442,chr12,54611595,54612038
5443,chr12,54673322,54673550
5444,chr12,54673814,54674988
5445,chr12,54763057,54763288
5446,chr12,54764065,54764510
5447,chr12,54772687,54773028
5448,chr12,54784900,54785238
5449,chr12,54811981,54812202
5450,chr12,54812702,54813191
5451,chr12,54981933,54982591
5452,chr12,56039988,56040337
5453,chr12,56101212,56101600
5454,chr12,56109798,56110298
5455,chr12,56122017,56123186
5456,chr12,56136783,56137784
5457,chr12,56211325,56211553
5458,chr12,56223263,56223598
5459,chr12,56223786,56224312
5460,chr12,56320739,56321628
5461,chr12,56325774,56326223
5462,chr12,56329518,56329790
5463,chr12,56360467,56360909
5464,chr12,56367636,56368172
5465,chr12,56401083,56401506
5466,chr12,56435573,56436406
5467,chr12,56472792,56474393
5468,chr12,56497868,56499047
5469,chr12,56511861,56512409
5470,chr12,56522240,56522454
5471,chr12,56522943,56523285
5472,chr12,56546192,56546411
5473,chr12,56583406,56583682
5474,chr12,56615523,56615767
5475,chr12,56617995,56618374
5476,chr12,56651692,56652527
5477,chr12,56660442,56661131
5478,chr12,56693680,56694345
5479,chr12,56709458,56710110
5480,chr12,56727661,56727996
5481,chr12,56753861,56754323
5482,chr12,56842846,56843255
5483,chr12,56881401,56882702
5484,chr12,57023296,57024233
5485,chr12,57028393,57028747
5486,chr12,57039047,57039823
5487,chr12,57081290,57082445
5488,chr12,57118977,57119374
5489,chr12,57145948,57146333
5490,chr12,57399868,57400226
5491,chr12,57472274,57472619
5492,chr12,57480797,57483116
5493,chr12,57521524,57522159
5494,chr12,57569723,57569941
5495,chr12,57579320,57579625
5496,chr12,57596968,57597309
5497,chr12,57609976,57611168
5498,chr12,57618769,57619402
5499,chr12,57623420,57623903
5500,chr12,57630106,57630469
5501,chr12,57631932,57634578
5502,chr12,57635240,57635572
5503,chr12,57636557,57637673
5504,chr12,57824155,57824395
5505,chr12,57853715,57853973
5506,chr12,57869075,57870182
5507,chr12,57881750,57882035
5508,chr12,57913807,57914034
5509,chr12,57914385,57914820
5510,chr12,57916322,57916810
5511,chr12,57940563,57940981
5512,chr12,57943662,57943926
5513,chr12,57984776,57985302
5514,chr12,58003880,58004249
5515,chr12,58004982,58005351
5516,chr12,58013171,58013652
5517,chr12,58014708,58015697
5518,chr12,58021294,58022037
5519,chr12,58025661,58027056
5520,chr12,58068473,58068774
5521,chr12,58087531,58088029
5522,chr12,58119909,58121551
5523,chr12,58129828,58130361
5524,chr12,58130870,58132047
5525,chr12,58132478,58132734
5526,chr12,58145853,58146360
5527,chr12,58148888,58149781
5528,chr12,58158855,58160000
5529,chr12,58165563,58165962
5530,chr12,58166252,58166741
5531,chr12,58238840,58241046
5532,chr12,58258986,58259496
5533,chr12,58290232,58290466
5534,chr12,58329723,58330004
5535,chr12,59313559,59314452
5536,chr12,59989651,59990507
5537,chr12,62584768,62586268
5538,chr12,62653865,62654677
5539,chr12,62860383,62860855
5540,chr12,62996159,62997632
5541,chr12,63025588,63026213
5542,chr12,63195657,63195909
5543,chr12,63328143,63329135
5544,chr12,63543636,63544967
5545,chr12,64061836,64062774
5546,chr12,64173448,64174238
5547,chr12,64215499,64215990
5548,chr12,64237403,64238401
5549,chr12,64615824,64616386
5550,chr12,64784010,64784664
5551,chr12,64797934,64798944
5552,chr12,64845599,64846314
5553,chr12,65003793,65004899
5554,chr12,65152869,65153489
5555,chr12,65174230,65175169
5556,chr12,65218245,65219143
5557,chr12,65514878,65515863
5558,chr12,65563195,65564396
5559,chr12,65672391,65673250
5560,chr12,66122788,66123328
5561,chr12,66135120,66136400
5562,chr12,66217627,66220181
5563,chr12,66524464,66524792
5564,chr12,66563202,66563945
5565,chr12,66582695,66583345
5566,chr12,67462670,67463724
5567,chr12,67663041,67664047
5568,chr12,68042166,68043876
5569,chr12,68725847,68726475
5570,chr12,69004220,69005377
5571,chr12,69080580,69081152
5572,chr12,69139815,69140206
5573,chr12,69201622,69202663
5574,chr12,69327021,69327532
5575,chr12,69633272,69634095
5576,chr12,69753445,69754088
5577,chr12,69863994,69864473
5578,chr12,69979065,69979724
5579,chr12,70132340,70133559
5580,chr12,70636617,70637749
5581,chr12,70759437,70761052
5582,chr12,71003624,71004057
5583,chr12,71833192,71834389
5584,chr12,72056768,72057787
5585,chr12,72079789,72080261
5586,chr12,72148477,72149340
5587,chr12,72233323,72233635
5588,chr12,72665683,72667551
5589,chr12,74564752,74565178
5590,chr12,74931492,74931879
5591,chr12,75601081,75601752
5592,chr12,75602991,75603344
5593,chr12,75699310,75699513
5594,chr12,75723829,75724206
5595,chr12,75784799,75785241
5596,chr12,75905219,75905518
5597,chr12,76424634,76426316
5598,chr12,76477717,76479131
5599,chr12,76741909,76742286
5600,chr12,76952707,76953830
5601,chr12,77157518,77158405
5602,chr12,77272632,77273216
5603,chr12,77458947,77459942
5604,chr12,77718453,77719440
5605,chr12,79198064,79198400
5606,chr12,80083531,80085154
5607,chr12,80328326,80329302
5608,chr12,81102034,81102716
5609,chr12,81110725,81111126
5610,chr12,81330608,81331514
5611,chr12,81471569,81472119
5612,chr12,82152320,82152674
5613,chr12,82752004,82752746
5614,chr12,83080662,83081646
5615,chr12,85305200,85305422
5616,chr12,85305663,85305876
5617,chr12,85306282,85306829
5618,chr12,85673878,85674700
5619,chr12,88429105,88429606
5620,chr12,88535735,88536148
5621,chr12,88973460,88974666
5622,chr12,89745168,89748144
5623,chr12,89919012,89919904
5624,chr12,90101436,90104065
5625,chr12,91347804,91348096
5626,chr12,92538710,92540333
5627,chr12,93322342,93323498
5628,chr12,93771465,93772289
5629,chr12,93834935,93836089
5630,chr12,93861204,93861539
5631,chr12,93963963,93967395
5632,chr12,94071293,94071655
5633,chr12,94495833,94496230
5634,chr12,94533729,94533952
5635,chr12,94541727,94544000
5636,chr12,94580656,94580874
5637,chr12,94853336,94854307
5638,chr12,95043551,95044312
5639,chr12,95266832,95267785
5640,chr12,95397382,95397611
5641,chr12,95466650,95467464
5642,chr12,95610834,95611997
5643,chr12,95867584,95868019
5644,chr12,95941906,95942979
5645,chr12,96183873,96185199
5646,chr12,96252020,96252246
5647,chr12,96252555,96253029
5648,chr12,96336245,96337411
5649,chr12,96350518,96350721
5650,chr12,96389405,96389675
5651,chr12,96429014,96429509
5652,chr12,96587839,96588090
5653,chr12,96588665,96589145
5654,chr12,96640797,96641167
5655,chr12,96793191,96794530
5656,chr12,96883286,96883737
5657,chr12,97300802,97301287
5658,chr12,98850690,98851002
5659,chr12,98897604,98897849
5660,chr12,98909052,98910261
5661,chr12,98987193,98988203
5662,chr12,99038272,99039483
5663,chr12,99139386,99139769
5664,chr12,99288222,99289374
5665,chr12,100378243,100378582
5666,chr12,100535916,100536620
5667,chr12,100593253,100593814
5668,chr12,100594486,100594799
5669,chr12,100660748,100661646
5670,chr12,100967293,100967845
5671,chr12,101109863,101111622
5672,chr12,101603387,101603933
5673,chr12,101673790,101674156
5674,chr12,101801047,101802153
5675,chr12,102036253,102036461
5676,chr12,102091044,102092366
5677,chr12,102132753,102133415
5678,chr12,102224262,102224614
5679,chr12,102270754,102271801
5680,chr12,102455420,102455983
5681,chr12,102513668,102514076
5682,chr12,103218120,103218688
5683,chr12,103311040,103311253
5684,chr12,103344398,103344640
5685,chr12,103350089,103350422
5686,chr12,103351579,103352695
5687,chr12,103359248,103359629
5688,chr12,103696090,103696418
5689,chr12,103889148,103889843
5690,chr12,104234273,104235327
5691,chr12,104323017,104324811
5692,chr12,104350503,104351069
5693,chr12,104359406,104360023
5694,chr12,104457766,104459087
5695,chr12,104531174,104532539
5696,chr12,104609397,104610172
5697,chr12,104659057,104659583
5698,chr12,104680737,104681096
5699,chr12,104682601,104682993
5700,chr12,104697348,104697984
5701,chr12,104850253,104852395
5702,chr12,105150762,105150997
5703,chr12,105351573,105352055
5704,chr12,105379976,105380445
5705,chr12,105478089,105478517
5706,chr12,105501333,105501908
5707,chr12,105629690,105630099
5708,chr12,105724272,105725052
5709,chr12,106460673,106460892
5710,chr12,106532106,106533696
5711,chr12,106633422,106633642
5712,chr12,106640880,106642374
5713,chr12,106696232,106697199
5714,chr12,106751416,106751965
5715,chr12,106974412,106974951
5716,chr12,106975195,106975714
5717,chr12,106977388,106977713
5718,chr12,106979429,106981086
5719,chr12,107167762,107168747
5720,chr12,107349152,107350089
5721,chr12,107380558,107381076
5722,chr12,107486612,107487811
5723,chr12,107711603,107714107
5724,chr12,107974842,107975305
5725,chr12,108079442,108079893
5726,chr12,108154394,108155137
5727,chr12,108168986,108169570
5728,chr12,108237437,108238721
5729,chr12,108297426,108297743
5730,chr12,108522950,108523852
5731,chr12,108908702,108909475
5732,chr12,108954495,108955023
5733,chr12,108956188,108956759
5734,chr12,109124224,109125964
5735,chr12,109162408,109162722
5736,chr12,109251205,109251586
5737,chr12,109490238,109490673
5738,chr12,109531107,109531359
5739,chr12,109535264,109536431
5740,chr12,109548899,109549174
5741,chr12,109592315,109592633
5742,chr12,109729572,109729826
5743,chr12,109746826,109748378
5744,chr12,109915131,109915638
5745,chr12,110010994,110011599
5746,chr12,110150047,110150262
5747,chr12,110151327,110152758
5748,chr12,110156267,110156496
5749,chr12,110271000,110271582
5750,chr12,110283261,110283482
5751,chr12,110318011,110318778
5752,chr12,110337980,110338591
5753,chr12,110433797,110434205
5754,chr12,110437137,110437651
5755,chr12,110486083,110486574
5756,chr12,110562095,110562700
5757,chr12,110718392,110720062
5758,chr12,110841021,110841548
5759,chr12,110887861,110888245
5760,chr12,110905879,110907183
5761,chr12,110939456,110940173
5762,chr12,111020507,111021192
5763,chr12,111051693,111052150
5764,chr12,111126611,111127347
5765,chr12,111180006,111181028
5766,chr12,111471061,111471578
5767,chr12,111471960,111473546
5768,chr12,111474953,111475242
5769,chr12,111748178,111748392
5770,chr12,111757754,111758521
5771,chr12,111800834,111801244
5772,chr12,111806559,111807060
5773,chr12,111834869,111835085
5774,chr12,111842938,111844392
5775,chr12,111855896,111856750
5776,chr12,112035612,112037558
5777,chr12,112123246,112124059
5778,chr12,112204498,112204979
5779,chr12,112279692,112280714
5780,chr12,112450905,112451856
5781,chr12,112546147,112546706
5782,chr12,112563184,112563788
5783,chr12,112622182,112622815
5784,chr12,112819039,112819250
5785,chr12,112819466,112820489
5786,chr12,112846955,112847200
5787,chr12,112856457,112857243
5788,chr12,113013099,113013529
5789,chr12,113376185,113376493
5790,chr12,113494389,113495534
5791,chr12,113515164,113515970
5792,chr12,113530914,113531476
5793,chr12,113541697,113542086
5794,chr12,113549885,113550165
5795,chr12,113572977,113573758
5796,chr12,113590806,113591304
5797,chr12,113592203,113592620
5798,chr12,113622761,113623931
5799,chr12,113659038,113659657
5800,chr12,113772633,113772934
5801,chr12,113796217,113796847
5802,chr12,113900750,113906442
5803,chr12,113908887,113910681
5804,chr12,113913615,113914322
5805,chr12,113914440,113914657
5806,chr12,113916433,113916717
5807,chr12,113917394,113918107
5808,chr12,114029318,114029752
5809,chr12,114404002,114404377
5810,chr12,114833911,114834210
5811,chr12,114838312,114838889
5812,chr12,114840853,114841063
5813,chr12,114843022,114843610
5814,chr12,114845861,114847650
5815,chr12,114851957,114852360
5816,chr12,114878143,114879155
5817,chr12,114881649,114881937
5818,chr12,114885105,114885418
5819,chr12,114886354,114886579
5820,chr12,115102687,115103982
5821,chr12,115104848,115105548
5822,chr12,115109503,115110061
5823,chr12,115112014,115112627
5824,chr12,115120774,115122945
5825,chr12,115124729,115125152
5826,chr12,115130008,115130242
5827,chr12,115135925,115136350
5828,chr12,115137774,115138475
5829,chr12,115173614,115174822
5830,chr12,115889597,115889995
5831,chr12,116354787,116355187
5832,chr12,116946195,116946607
5833,chr12,117175623,117176436
5834,chr12,117187803,117188025
5835,chr12,117257031,117257502
5836,chr12,117316389,117317611
5837,chr12,117318708,117319521
5838,chr12,117319820,117320053
5839,chr12,117348645,117349207
5840,chr12,117476810,117477106
5841,chr12,117484305,117484627
5842,chr12,117536290,117537421
5843,chr12,117593353,117593699
5844,chr12,117627650,117628488
5845,chr12,117798076,117799448
5846,chr12,118198767,118199287
5847,chr12,118406590,118407364
5848,chr12,118454391,118454996
5849,chr12,118499103,118499473
5850,chr12,118541054,118542135
5851,chr12,118573730,118574731
5852,chr12,118809324,118811021
5853,chr12,118814014,118814839
5854,chr12,119212110,119212393
5855,chr12,119418591,119418834
5856,chr12,119419105,119419810
5857,chr12,119591856,119592176
5858,chr12,119772353,119772594
5859,chr12,120031494,120033212
5860,chr12,120105502,120106232
5861,chr12,120127973,120128291
5862,chr12,120241921,120242233
5863,chr12,120314847,120315169
5864,chr12,120426547,120428066
5865,chr12,120524686,120525099
5866,chr12,120534552,120535017
5867,chr12,120536640,120536951
5868,chr12,120541564,120541788
5869,chr12,120554162,120555224
5870,chr12,120632222,120632784
5871,chr12,120638588,120639116
5872,chr12,120650214,120650528
5873,chr12,120651711,120651943
5874,chr12,120702976,120703541
5875,chr12,120755346,120755672
5876,chr12,120799372,120799912
5877,chr12,120806251,120807026
5878,chr12,120835586,120835927
5879,chr12,120875654,120876366
5880,chr12,120884047,120884703
5881,chr12,120906678,120907894
5882,chr12,120933649,120934713
5883,chr12,120966788,120967038
5884,chr12,120972167,120972447
5885,chr12,121018728,121019369
5886,chr12,121022419,121022704
5887,chr12,121078161,121079483
5888,chr12,121124111,121125479
5889,chr12,121148239,121148853
5890,chr12,121163472,121163913
5891,chr12,121177115,121177341
5892,chr12,121341414,121342436
5893,chr12,121416485,121416817
5894,chr12,121454153,121454357
5895,chr12,121533571,121533923
5896,chr12,121647705,121648216
5897,chr12,121711846,121712162
5898,chr12,121734045,121735169
5899,chr12,121789970,121790274
5900,chr12,121837380,121838396
5901,chr12,121880053,121880718
5902,chr12,121882191,121882416
5903,chr12,121890223,121890510
5904,chr12,121890758,121891144
5905,chr12,121905463,121905956
5906,chr12,121975028,121976140
5907,chr12,122016170,122017693
5908,chr12,122018170,122018457
5909,chr12,122064176,122065142
5910,chr12,122124839,122125216
5911,chr12,122150513,122151091
5912,chr12,122230903,122232359
5913,chr12,122235106,122235310
5914,chr12,122238028,122239351
5915,chr12,122240899,122243390
5916,chr12,122247781,122248424
5917,chr12,122249843,122250164
5918,chr12,122254907,122255494
5919,chr12,122261329,122261593
5920,chr12,122265374,122265954
5921,chr12,122277301,122277539
5922,chr12,122326482,122327044
5923,chr12,122356315,122356853
5924,chr12,122516193,122517207
5925,chr12,122667648,122668038
5926,chr12,122687800,122689106
5927,chr12,122710054,122711371
5928,chr12,122750769,122751228
5929,chr12,122906404,122907011
5930,chr12,122984995,122985644
5931,chr12,123011261,123011765
5932,chr12,123236994,123237664
5933,chr12,123319750,123321043
5934,chr12,123351641,123351918
5935,chr12,123380333,123380894
5936,chr12,123444211,123444565
5937,chr12,123450868,123451207
5938,chr12,123459151,123460032
5939,chr12,123464820,123465972
5940,chr12,123470553,123471102
5941,chr12,123481890,123482117
5942,chr12,123634826,123636176
5943,chr12,123717367,123718388
5944,chr12,123754049,123754373
5945,chr12,123755246,123756408
5946,chr12,123848617,123849919
5947,chr12,123868267,123869381
5948,chr12,123873794,123874597
5949,chr12,123920582,123921462
5950,chr12,123942639,123943001
5951,chr12,124017593,124018994
5952,chr12,124068935,124069699
5953,chr12,124086217,124087015
5954,chr12,124118097,124118479
5955,chr12,124155578,124156171
5956,chr12,124196646,124197507
5957,chr12,124246524,124247254
5958,chr12,124272128,124272585
5959,chr12,124421581,124422163
5960,chr12,124456573,124458728
5961,chr12,124780105,124780306
5962,chr12,124788559,124788884
5963,chr12,124798796,124799224
5964,chr12,124808972,124809176
5965,chr12,124809316,124810144
5966,chr12,124810739,124810977
5967,chr12,124821019,124821593
5968,chr12,124829153,124829490
5969,chr12,124831133,124831430
5970,chr12,124856556,124856801
5971,chr12,124872135,124872419
5972,chr12,124873241,124874008
5973,chr12,124901064,124901441
5974,chr12,124901554,124901843
5975,chr12,124911243,124911464
5976,chr12,124929872,124930161
5977,chr12,124941314,124941584
5978,chr12,124950705,124950939
5979,chr12,125002006,125002433
5980,chr12,125002880,125003101
5981,chr12,125003217,125003482
5982,chr12,125023589,125023809
5983,chr12,125028132,125028378
5984,chr12,125039119,125039344
5985,chr12,125050796,125052051
5986,chr12,125145445,125145669
5987,chr12,125223520,125223750
5988,chr12,125299474,125299874
5989,chr12,125324236,125324550
5990,chr12,125347784,125348688
5991,chr12,125398558,125399899
5992,chr12,125412891,125413165
5993,chr12,125473414,125473824
5994,chr12,125478162,125478849
5995,chr12,125509569,125509815
5996,chr12,125534060,125534527
5997,chr12,125549672,125550311
5998,chr12,125569828,125570140
5999,chr12,125578348,125578588
6000,chr12,125599306,125599625
6001,chr12,125670117,125672112
6002,chr12,125815555,125815817
6003,chr12,126018100,126018365
6004,chr12,126168440,126168658
6005,chr12,126345899,126346531
6006,chr12,126675561,126676195
6007,chr12,127210778,127211651
6008,chr12,127212279,127212529
6009,chr12,127630511,127631199
6010,chr12,127765276,127765515
6011,chr12,127940451,127940907
6012,chr12,128245592,128245836
6013,chr12,128751041,128753151
6014,chr12,128850549,128850755
6015,chr12,128899813,128900065
6016,chr12,129189735,129189987
6017,chr12,129280256,129280486
6018,chr12,129307947,129308724
6019,chr12,129329287,129331491
6020,chr12,129337870,129338653
6021,chr12,129429603,129429843
6022,chr12,129787735,129788160
6023,chr12,130184541,130184852
6024,chr12,130339683,130343584
6025,chr12,130387609,130389139
6026,chr12,130526915,130527117
6027,chr12,130623142,130623492
6028,chr12,130645327,130648988
6029,chr12,130822360,130822696
6030,chr12,130823502,130824083
6031,chr12,130908777,130909191
6032,chr12,130935712,130935963
6033,chr12,130953626,130953829
6034,chr12,131125848,131126059
6035,chr12,131171168,131171548
6036,chr12,131187997,131188248
6037,chr12,131199824,131200157
6038,chr12,131200509,131200726
6039,chr12,131303093,131303836
6040,chr12,131323203,131323959
6041,chr12,131356094,131357228
6042,chr12,131371974,131372376
6043,chr12,131389263,131389783
6044,chr12,131417942,131418218
6045,chr12,131488696,131488975
6046,chr12,131517267,131517624
6047,chr12,131529297,131529887
6048,chr12,131554750,131555169
6049,chr12,131572501,131572945
6050,chr12,131605558,131605767
6051,chr12,131606751,131606999
6052,chr12,131623197,131623543
6053,chr12,131647814,131648375
6054,chr12,131649194,131649608
6055,chr12,131783093,131784199
6056,chr12,131917486,131918085
6057,chr12,131943519,131943761
6058,chr12,131977468,131977843
6059,chr12,132045105,132045384
6060,chr12,132145704,132146810
6061,chr12,132170874,132171202
6062,chr12,132195034,132196454
6063,chr12,132219327,132219539
6064,chr12,132263617,132263856
6065,chr12,132276571,132276783
6066,chr12,132284454,132284685
6067,chr12,132285972,132286527
6068,chr12,132293443,132293816
6069,chr12,132312439,132315739
6070,chr12,132324953,132325406
6071,chr12,132329177,132330089
6072,chr12,132334377,132334786
6073,chr12,132379542,132380052
6074,chr12,132380629,132380942
6075,chr12,132392635,132394546
6076,chr12,132413338,132414801
6077,chr12,132429528,132429739
6078,chr12,132434352,132435241
6079,chr12,132514283,132514525
6080,chr12,132520325,132520947
6081,chr12,132568607,132569715
6082,chr12,132601226,132601984
6083,chr12,132603367,132603646
6084,chr12,132619197,132620960
6085,chr12,132627866,132629469
6086,chr12,132633217,132635301
6087,chr12,132636037,132636303
6088,chr12,132638946,132639152
6089,chr12,132639460,132639949
6090,chr12,132653023,132653236
6091,chr12,132663322,132663748
6092,chr12,132673993,132675241
6093,chr12,132682572,132682895
6094,chr12,132688108,132688391
6095,chr12,132689880,132690197
6096,chr12,132690339,132690571
6097,chr12,132696661,132697724
6098,chr12,132822475,132822703
6099,chr12,132824192,132824613
6100,chr12,132827375,132827725
6101,chr12,132834178,132834430
6102,chr12,132837411,132837680
6103,chr12,132842538,132842784
6104,chr12,132845758,132846356
6105,chr12,132847640,132847955
6106,chr12,132848094,132848790
6107,chr12,132853943,132854190
6108,chr12,132855170,132855382
6109,chr12,132859467,132859952
6110,chr12,132862586,132862956
6111,chr12,132865236,132865506
6112,chr12,132872343,132872586
6113,chr12,132879966,132880288
6114,chr12,132880703,132882253
6115,chr12,132885388,132885592
6116,chr12,132896299,132896569
6117,chr12,132900224,132901089
6118,chr12,132905449,132906206
6119,chr12,132910476,132910802
6120,chr12,132922117,132922443
6121,chr12,132930013,132930247
6122,chr12,132935371,132936152
6123,chr12,132938326,132939235
6124,chr12,132956310,132956928
6125,chr12,132965817,132966082
6126,chr12,132968012,132969204
6127,chr12,132972695,132972941
6128,chr12,132973700,132973914
6129,chr12,132974467,132974675
6130,chr12,132976250,132976535
6131,chr12,132976760,132977029
6132,chr12,132983167,132984354
6133,chr12,132990777,132990987
6134,chr12,133000027,133000246
6135,chr12,133009744,133009973
6136,chr12,133010683,133010929
6137,chr12,133015368,133015635
6138,chr12,133018850,133019141
6139,chr12,133019796,133020006
6140,chr12,133022649,133022863
6141,chr12,133049412,133051162
6142,chr12,133052680,133052903
6143,chr12,133056769,133057105
6144,chr12,133065843,133066393
6145,chr12,133067072,133067735
6146,chr12,133073397,133073632
6147,chr12,133102168,133102604
6148,chr12,133125659,133126011
6149,chr12,133131896,133132157
6150,chr12,133135293,133135722
6151,chr12,133136392,133137480
6152,chr12,133140304,133140634
6153,chr12,133146517,133148261
6154,chr12,133148706,133149021
6155,chr12,133159225,133160576
6156,chr12,133161834,133162101
6157,chr12,133167799,133168125
6158,chr12,133168946,133169191
6159,chr12,133177826,133178055
6160,chr12,133178608,133178857
6161,chr12,133179886,133180351
6162,chr12,133186737,133187103
6163,chr12,133194868,133195544
6164,chr12,133195922,133196556
6165,chr12,133249979,133250243
6166,chr12,133263462,133264711
6167,chr12,133286760,133287992
6168,chr12,133294088,133294878
